churn,total_day_minutes,n_sms,total_eve_minutes,total_eve_calls,customer_service_rating,customer_happiness,customer_service_calls
0,15,12,24,27,3,7,4
0,13,18,18,16,2,13,0
0,18,26,4,38,2,7,0
0,17,10,6,7,3,3,0
0,17,30,28,3,2,11,2
0,17,15,15,48,3,13,0
0,18,30,0,37,2,9,0
0,16,21,1,1,3,5,0
0,16,0,7,39,3,16,2
0,14,38,26,20,1,16,0
1,15,27,8,27,3,0,4
0,12,0,13,6,3,15,0
0,17,9,43,38,2,14,4
0,17,2,2,10,1,14,4
0,18,37,38,2,3,6,0
0,15,5,0,9,3,5,4
0,17,9,23,35,2,13,3
0,16,8,7,13,1,2,0
0,17,0,17,16,3,12,1
0,18,30,30,8,1,19,0
0,16,2,24,6,2,14,0
0,15,24,34,8,3,10,2
0,17,24,15,43,3,7,0
0,18,38,4,18,3,14,4
0,18,6,14,18,1,9,0
0,18,25,17,19,1,3,0
0,17,28,17,10,1,6,1
0,12,3,15,42,1,3,0
0,18,16,33,42,2,1,4
0,18,21,31,9,3,6,3
0,17,10,21,3,2,6,0
0,19,0,21,31,2,16,0
0,16,20,24,4,3,1,4
0,17,36,23,12,3,13,1
0,18,25,15,12,1,7,0
0,17,4,32,6,2,1,0
0,16,24,32,42,2,15,3
0,17,1,34,22,1,1,0
0,16,35,41,23,2,9,0
0,18,6,35,9,3,5,0
0,18,37,14,44,3,18,3
0,15,1,23,20,3,5,3
0,15,8,38,46,3,8,4
0,16,17,5,35,2,2,0
0,18,25,37,6,1,19,5
0,17,17,15,35,2,16,4
0,17,29,5,10,3,14,0
0,12,37,19,42,3,19,0
0,14,33,3,13,3,18,0
0,18,0,10,25,2,13,1
0,12,9,17,27,3,16,4
0,18,0,41,42,3,4,3
0,17,3,33,21,2,9,0
0,18,31,17,5,2,11,4
0,17,31,42,6,3,18,0
1,16,13,23,32,1,13,5
0,16,4,6,26,2,8,4
0,18,33,19,32,3,12,4
0,17,1,26,21,1,19,0
0,16,30,27,38,1,5,0
0,18,5,40,35,1,11,0
0,18,36,5,32,2,4,0
0,16,4,9,36,3,11,4
0,18,1,22,0,3,4,0
0,17,25,15,21,3,10,0
0,18,18,16,29,3,9,4
0,17,23,34,41,3,1,3
0,18,0,11,3,2,16,0
0,17,38,39,48,3,3,0
0,17,12,13,4,2,4,0
0,17,18,14,9,3,8,4
0,17,12,0,11,3,14,1
0,17,32,4,23,3,0,0
0,17,0,37,13,3,7,4
0,18,28,13,18,0,2,0
0,16,20,4,41,3,6,1
0,19,24,6,2,3,6,4
0,12,6,39,22,2,5,3
0,17,28,11,2,2,7,0
0,18,23,18,2,3,18,0
0,17,10,32,4,3,10,2
0,17,23,15,30,2,6,0
0,17,13,4,23,3,17,0
0,18,23,14,49,3,1,1
0,17,27,7,38,3,18,0
0,16,29,2,45,3,8,0
0,19,22,5,28,3,12,4
0,16,25,7,44,3,0,0
0,18,22,26,20,2,11,0
0,17,17,18,6,3,15,3
1,17,23,22,34,1,10,3
0,18,1,23,46,3,1,0
0,18,4,17,39,3,19,2
0,17,38,40,7,3,5,0
0,17,7,24,12,2,6,0
0,16,0,0,8,3,19,0
0,18,0,4,46,3,18,5
0,16,27,3,1,2,17,2
0,17,38,18,15,3,14,0
0,16,32,13,10,2,10,4
0,16,36,22,37,3,15,1
0,18,16,29,12,3,14,0
0,18,34,21,5,3,4,4
0,18,16,3,27,3,6,0
0,16,25,16,14,3,18,4
1,17,0,39,1,1,3,3
0,18,30,8,21,2,6,0
0,14,23,20,0,1,14,4
0,18,0,24,20,2,17,0
0,17,18,43,38,2,19,1
1,19,9,1,28,3,10,5
0,16,28,31,8,3,18,3
0,18,36,38,24,3,5,4
0,17,0,23,26,3,2,3
0,17,37,7,5,3,14,0
0,15,25,3,15,3,1,4
0,16,33,8,20,3,1,0
0,18,24,39,3,3,9,0
0,15,28,38,35,2,7,0
0,18,9,23,28,3,4,1
0,17,25,34,16,3,17,0
0,16,39,27,44,3,10,0
0,19,36,4,8,2,10,0
0,17,12,43,23,2,5,0
0,16,29,35,24,3,9,3
0,17,24,32,31,3,17,0
0,16,35,4,42,3,15,0
0,16,24,11,27,3,17,0
0,18,37,20,31,3,7,4
0,17,16,11,20,3,6,0
0,0,7,37,34,3,7,0
0,16,21,16,20,2,14,0
0,16,31,17,35,1,5,0
0,18,17,3,11,2,18,3
0,17,17,27,42,3,4,4
0,18,27,31,36,1,7,1
0,16,29,40,16,3,15,2
0,16,3,25,13,2,13,0
0,13,25,34,6,2,17,2
0,18,17,40,23,3,5,0
1,17,15,12,41,1,0,3
1,17,28,34,48,2,0,4
0,17,0,19,12,3,15,3
0,17,0,8,34,2,15,0
0,17,10,39,23,1,4,0
0,18,34,39,45,1,12,0
0,17,17,28,35,2,13,4
0,18,21,33,16,2,14,0
0,18,1,38,19,3,0,0
1,17,35,4,6,3,0,3
1,16,27,17,45,3,10,5
1,15,10,12,3,3,0,3
0,17,11,29,34,1,16,0
0,16,17,5,16,3,13,0
0,13,2,13,1,3,0,0
0,17,8,24,31,2,14,0
0,18,28,15,8,2,10,2
0,16,29,40,36,2,1,0
0,16,24,9,15,3,14,0
0,16,7,14,2,2,8,0
0,18,19,19,19,2,16,3
0,18,37,15,14,2,10,2
0,17,34,9,45,2,8,0
0,16,27,32,11,3,5,0
0,16,39,36,8,3,5,4
0,16,38,38,39,3,0,0
0,18,23,9,49,2,14,0
0,14,25,4,21,3,3,0
0,17,34,19,30,3,12,0
0,18,6,22,7,3,2,4
0,16,14,16,39,2,6,0
1,16,13,31,35,1,6,3
0,15,36,37,32,2,3,0
0,18,39,14,32,3,0,0
0,17,0,8,16,2,16,0
0,17,7,9,8,2,12,3
0,17,23,9,9,1,6,0
0,17,37,0,42,2,8,0
0,17,0,39,7,3,11,0
0,17,25,35,48,3,10,4
0,17,32,17,10,3,19,0
0,17,36,13,40,2,12,0
0,14,5,10,6,3,14,0
0,17,38,16,29,2,14,3
0,18,17,33,20,3,16,3
0,18,3,1,35,2,2,3
1,18,37,5,16,2,4,5
0,17,27,34,0,3,14,0
0,18,10,4,18,3,5,0
1,17,15,20,2,3,1,5
0,18,32,30,39,3,4,0
0,16,13,42,1,3,2,0
1,18,26,36,16,1,4,3
0,16,14,15,24,1,4,0
0,18,27,16,27,3,12,0
0,18,9,22,14,2,11,0
0,16,19,15,34,3,8,0
0,15,2,11,40,3,11,3
0,17,1,7,47,3,18,0
0,18,33,6,14,2,14,4
0,17,10,9,34,3,1,0
0,17,0,30,23,3,15,2
0,17,39,10,7,2,5,0
0,17,21,5,16,3,16,0
0,18,0,11,6,2,12,0
0,17,0,20,25,3,5,0
0,16,13,12,29,3,6,0
0,17,24,24,22,3,13,0
0,18,30,18,29,2,0,0
0,17,34,26,31,3,13,4
0,16,34,17,37,3,13,0
0,18,22,14,19,2,19,0
0,17,39,25,20,2,9,0
0,17,23,24,14,3,4,0
0,14,0,9,2,2,3,0
1,16,20,1,24,1,11,4
1,16,3,22,44,3,0,3
0,18,27,17,6,3,1,0
1,17,2,38,14,3,0,5
0,18,7,9,10,2,17,4
0,18,13,25,15,2,2,0
0,18,4,15,43,3,19,4
0,18,10,35,26,2,9,2
0,17,5,2,24,1,17,0
0,17,1,34,11,3,10,0
0,16,26,17,18,3,6,0
0,17,11,34,11,1,6,0
0,18,26,34,21,3,1,0
1,17,22,38,11,1,2,3
0,17,7,9,43,3,5,0
0,16,39,14,19,3,5,0
0,18,11,6,28,1,15,0
0,16,12,14,48,3,13,0
0,17,27,12,14,3,11,2
0,18,3,32,44,3,10,3
0,16,37,28,15,3,5,0
0,19,12,14,6,2,16,3
0,17,17,6,36,3,10,0
0,16,6,19,10,2,13,3
1,18,10,6,19,0,8,4
0,18,35,14,45,2,17,0
1,16,33,11,20,1,9,5
0,16,12,15,29,2,8,0
0,16,10,24,13,2,17,3
0,17,5,24,6,1,14,1
0,19,14,2,20,2,19,4
0,17,23,22,5,3,7,0
0,17,37,19,34,3,17,3
0,18,29,43,3,3,19,0
0,18,33,5,25,2,1,0
0,18,18,13,10,3,1,0
0,14,24,33,42,1,14,0
0,18,14,20,20,3,19,4
0,17,14,9,3,3,7,0
0,17,5,14,16,3,4,0
0,17,29,32,34,3,16,0
0,17,29,16,28,2,15,0
0,18,0,41,33,3,10,0
0,17,18,33,26,3,18,4
1,18,28,31,34,3,2,5
0,16,30,27,48,3,8,0
0,14,15,41,41,3,1,4
0,18,26,4,32,3,3,0
0,18,9,10,45,2,16,3
0,18,18,16,6,3,12,0
0,18,24,13,26,1,12,4
0,16,13,2,44,2,9,4
0,14,30,39,35,3,10,0
0,16,18,2,16,3,4,3
0,18,27,1,5,3,19,2
0,16,19,22,42,3,13,0
0,14,36,27,12,3,4,4
0,19,0,18,4,2,5,0
0,17,22,7,26,1,16,0
0,17,21,12,2,3,16,0
0,16,0,37,47,1,15,4
0,18,1,15,35,3,1,0
0,18,3,13,17,1,19,0
0,17,0,40,14,3,0,0
1,18,9,12,36,2,7,5
0,14,17,26,22,3,2,0
0,18,26,8,43,3,5,0
0,16,24,26,3,2,12,4
0,17,16,18,21,3,5,0
0,15,39,7,43,3,18,4
0,16,30,10,30,1,4,0
0,17,38,31,17,3,2,0
0,14,32,19,27,3,19,0
0,17,9,12,33,2,2,2
0,19,38,16,33,3,13,4
0,17,2,28,39,3,6,0
0,18,12,4,29,1,15,0
0,17,26,11,45,3,18,3
0,15,17,36,30,2,6,0
0,18,18,24,25,2,10,2
0,17,22,8,43,1,13,4
0,17,32,41,31,1,1,0
0,15,1,31,46,3,13,0
0,17,16,25,2,3,9,0
0,18,11,10,21,2,2,0
0,18,0,10,22,1,14,0
0,17,31,13,32,3,14,2
0,18,25,10,29,3,16,1
1,17,11,42,31,2,5,5
0,15,25,34,43,2,1,2
0,17,23,40,11,3,3,0
0,18,14,21,32,3,17,0
0,17,15,3,39,3,4,0
0,18,4,4,32,3,11,3
0,18,1,17,12,2,15,0
0,18,32,33,7,2,19,0
0,18,8,16,8,2,7,0
0,18,33,21,10,3,2,0
0,18,13,25,48,1,2,0
0,15,12,7,23,2,1,4
0,17,39,23,41,3,17,4
0,18,5,32,25,3,6,0
0,17,28,0,47,3,11,3
0,13,20,18,44,3,5,0
0,17,18,31,29,2,13,0
0,12,2,26,32,2,3,4
0,17,20,36,29,3,0,0
0,0,36,41,0,3,8,3
0,18,34,20,7,1,3,0
0,17,34,33,42,3,4,0
0,15,30,3,23,2,7,0
0,16,28,13,13,2,4,4
0,18,16,37,3,1,15,0
0,19,26,7,35,2,15,0
0,18,10,15,35,2,19,4
0,17,1,0,31,2,2,3
0,18,36,2,46,3,16,0
0,17,6,28,8,1,16,0
0,17,34,41,3,3,7,0
0,15,32,1,21,1,4,0
0,19,0,11,0,2,5,0
0,17,32,28,22,3,9,2
0,17,27,18,9,3,2,3
0,18,3,19,20,3,13,3
0,16,8,29,19,2,13,0
0,16,25,40,9,0,16,4
0,17,38,43,28,3,1,4
0,18,18,37,19,1,9,0
0,17,37,1,26,3,15,0
0,17,39,17,35,1,19,0
0,17,7,31,1,3,16,0
0,17,31,19,44,3,13,0
1,18,29,8,49,1,8,4
0,17,2,17,28,2,0,0
0,17,31,7,45,1,10,0
0,18,37,36,33,3,7,4
0,17,24,42,36,2,7,0
0,18,5,18,28,2,18,0
0,18,18,13,24,1,13,0
1,18,17,3,29,1,8,3
0,18,18,14,44,2,13,0
0,17,31,32,23,3,18,4
0,14,34,25,32,3,1,0
0,17,29,36,6,2,15,0
1,18,31,4,5,1,6,3
0,17,3,19,39,3,12,0
0,17,9,32,26,2,2,4
0,17,39,41,16,3,1,3
0,18,25,15,16,3,1,4
0,17,0,43,15,2,5,3
0,18,25,14,6,3,4,0
0,18,37,16,33,3,1,3
0,19,33,9,45,3,18,3
0,18,2,36,25,2,12,4
0,18,17,43,7,2,11,3
0,17,37,9,34,2,0,0
0,18,0,27,30,2,1,4
0,19,0,42,26,3,13,0
0,17,11,31,5,3,1,0
0,18,0,38,37,3,18,0
0,18,3,33,13,1,13,0
0,15,4,13,1,3,0,0
0,18,4,5,32,3,9,0
0,17,19,37,4,3,10,4
0,18,31,18,8,3,1,0
0,17,0,2,27,2,3,0
0,16,14,26,46,2,16,0
0,18,13,27,23,2,3,4
0,17,25,28,33,1,0,1
0,17,9,28,18,3,1,2
0,18,35,6,24,2,15,4
0,18,3,24,7,2,17,0
0,18,15,1,44,3,5,4
0,17,1,43,39,1,8,0
0,17,15,7,24,3,15,0
0,18,13,28,20,3,19,2
1,19,37,17,1,3,0,4
0,17,19,34,49,2,5,0
0,16,7,26,0,2,6,0
1,18,14,25,34,1,7,4
0,16,29,9,11,3,16,0
0,15,12,14,15,3,3,2
0,17,30,16,33,2,5,3
0,15,30,34,14,1,6,0
0,18,10,1,4,2,19,0
0,19,21,8,11,3,6,4
1,16,23,36,12,2,0,4
1,17,4,22,11,1,9,4
0,16,38,36,21,3,7,2
0,16,1,37,47,1,18,3
0,17,3,28,39,2,10,4
1,18,0,6,24,1,8,4
0,18,23,4,25,2,6,4
0,18,34,11,43,2,12,0
1,14,22,29,1,1,1,2
0,18,21,28,42,3,12,0
0,18,36,3,25,3,18,0
0,18,16,34,10,3,12,3
1,17,15,43,5,3,12,5
0,17,18,28,10,3,19,0
0,16,15,29,9,2,16,3
0,19,34,33,3,1,4,0
1,17,13,23,6,3,11,5
0,18,10,5,44,3,9,4
0,18,13,28,22,3,17,3
0,18,33,43,35,2,4,0
0,18,15,35,36,3,1,0
0,17,3,34,49,3,19,0
0,0,37,0,47,3,1,0
1,17,39,31,12,2,12,4
0,18,19,24,43,2,15,0
0,18,12,7,22,1,10,0
0,16,6,17,16,3,15,0
0,17,27,8,0,2,8,0
0,17,17,9,27,2,16,0
0,17,36,33,18,3,18,3
0,14,19,21,41,3,12,4
0,17,8,6,45,1,11,2
0,17,27,16,10,3,14,0
0,18,32,4,47,3,10,4
0,16,10,24,47,2,6,4
0,18,23,28,12,3,4,0
0,16,30,11,46,2,12,4
0,17,3,25,31,1,6,0
0,16,2,9,35,3,19,4
0,17,37,14,25,2,19,0
0,17,35,16,19,0,15,0
0,18,0,33,28,3,17,2
0,18,26,12,20,3,12,4
0,19,7,28,6,3,5,0
0,17,28,15,10,2,6,4
1,13,9,28,37,3,9,4
0,16,13,4,22,1,11,0
0,19,4,23,48,1,18,5
0,18,8,36,37,2,18,0
0,17,2,8,38,2,14,0
0,18,12,16,21,2,10,0
0,15,35,43,17,3,11,3
1,18,14,22,39,1,12,5
0,15,34,2,44,3,1,4
0,17,2,23,30,1,13,0
0,15,30,11,18,3,5,4
0,15,33,11,23,2,10,4
0,17,39,17,48,2,10,0
1,16,0,23,45,3,2,5
0,14,0,15,16,3,6,0
1,17,34,38,7,1,2,3
0,18,27,3,33,2,9,3
0,17,39,20,35,2,17,0
0,18,7,12,34,1,12,2
0,17,33,4,9,3,5,0
0,18,0,11,0,2,10,0
0,16,1,31,47,3,13,3
0,19,33,11,6,3,11,4
0,17,34,19,33,3,17,0
0,17,5,9,17,2,16,3
0,15,22,29,48,2,2,0
0,17,25,3,12,3,8,0
0,18,17,21,12,2,12,0
0,19,23,1,49,1,10,0
0,16,11,34,12,2,10,0
0,18,5,12,9,2,16,2
0,17,8,3,36,2,2,3
0,0,31,37,2,3,7,1
0,16,0,12,32,3,2,2
0,16,4,5,44,2,15,0
0,18,11,28,33,2,9,0
0,17,19,1,5,2,7,0
0,18,22,37,43,3,1,3
0,17,0,42,35,3,7,3
0,17,0,33,12,3,11,0
0,17,38,34,42,3,15,4
0,18,27,13,32,3,13,0
0,16,22,31,41,2,16,0
0,17,0,16,12,3,8,3
0,19,20,25,22,1,11,0
0,16,34,3,21,3,10,0
0,17,14,3,30,3,0,0
0,18,2,1,37,3,15,4
0,17,35,0,14,3,1,4
0,18,29,36,18,2,10,0
0,17,38,17,46,1,19,0
0,15,19,31,10,2,10,0
0,17,27,12,31,3,16,0
0,15,39,36,42,2,11,0
0,19,11,22,12,3,5,0
0,19,32,40,29,2,12,4
0,17,0,31,1,3,3,0
0,17,17,25,27,2,18,4
0,17,22,28,23,3,16,2
0,17,32,29,18,3,15,0
0,18,8,3,30,3,13,4
0,18,25,7,17,3,13,0
0,17,8,7,37,3,14,4
1,18,38,43,31,2,8,5
0,16,18,4,29,3,9,3
0,16,21,5,4,2,0,0
0,19,35,32,15,3,14,0
0,17,7,6,19,3,6,2
1,19,16,43,29,1,3,3
0,17,9,32,3,3,15,0
0,13,38,8,27,2,16,0
0,16,5,13,23,3,7,2
0,0,0,13,40,2,10,2
0,18,4,8,18,3,2,0
0,17,29,12,4,2,7,0
0,16,36,19,45,3,19,0
0,18,13,9,38,2,17,0
0,18,28,13,45,2,7,0
0,18,33,42,46,1,19,0
0,17,6,24,27,1,7,0
0,17,38,6,16,2,19,2
0,13,22,7,48,2,7,0
0,17,9,7,37,1,11,0
0,17,24,4,20,2,10,0
0,18,16,11,28,3,8,3
0,17,25,34,24,3,9,0
0,18,4,14,4,1,18,3
0,15,13,11,17,1,2,0
0,18,0,27,0,2,13,0
0,17,37,14,10,2,4,0
0,16,10,25,10,2,12,0
0,18,6,31,22,2,18,0
0,18,0,21,18,3,7,2
1,19,36,38,24,2,0,5
0,17,4,43,22,1,3,0
0,18,37,39,1,2,6,0
0,17,10,2,8,3,14,3
0,17,8,20,49,2,7,4
0,19,39,23,12,2,17,0
0,16,30,5,6,1,14,0
0,18,2,5,36,3,8,4
0,17,1,35,25,2,4,0
0,13,1,23,48,3,18,3
0,17,9,29,23,3,7,3
0,18,0,32,41,2,15,0
0,17,4,24,42,2,9,0
1,18,2,39,2,1,2,3
0,17,0,33,27,2,12,0
1,17,30,16,43,2,10,5
1,17,19,43,38,1,5,4
0,17,0,39,28,3,2,4
0,18,14,40,25,3,1,0
0,16,13,43,23,2,5,0
0,15,28,30,41,1,2,0
0,17,37,30,9,2,12,0
0,18,9,12,18,3,1,4
0,17,27,43,29,3,19,4
0,18,3,26,37,3,14,0
0,17,36,25,29,2,2,2
0,17,0,13,18,2,0,0
0,18,35,3,40,3,3,0
0,10,30,8,40,3,2,0
0,16,16,43,45,1,16,0
0,16,0,18,4,3,17,0
1,18,29,29,43,3,3,5
0,17,20,39,46,1,10,0
0,17,4,27,3,2,15,3
0,17,37,20,34,2,17,3
0,17,25,24,36,2,9,4
0,17,18,17,14,2,3,0
0,18,8,40,11,3,8,3
0,19,13,39,35,2,2,3
0,16,18,5,16,1,4,0
0,17,6,43,18,3,12,0
0,17,34,10,45,2,7,3
0,18,0,12,44,3,15,0
0,18,1,12,15,3,7,0
0,16,0,31,33,2,1,3
0,17,31,29,42,3,16,0
0,16,2,9,18,2,0,0
0,17,20,22,36,3,14,0
0,17,34,17,18,3,3,0
1,14,22,37,46,3,9,5
0,18,25,39,33,3,9,4
0,18,31,29,4,2,18,0
0,18,4,8,41,3,8,3
0,17,0,21,39,2,16,0
0,16,1,34,5,3,11,1
0,17,33,1,6,1,3,0
0,14,22,26,9,3,16,4
0,16,3,25,0,1,14,0
0,17,26,23,38,2,14,2
0,19,19,29,24,2,0,0
0,17,34,17,0,2,13,0
0,16,33,1,8,2,4,0
0,18,29,2,27,3,11,0
0,15,30,24,3,3,10,3
0,17,36,16,29,1,4,2
0,18,3,30,25,3,18,0
0,17,10,28,40,2,9,0
0,18,16,21,25,2,2,2
1,17,12,17,35,1,8,2
0,17,28,6,8,3,7,0
0,17,20,6,45,2,5,4
0,16,22,9,22,3,1,1
0,18,6,17,28,3,2,1
0,16,14,19,12,3,2,0
0,17,31,41,28,2,12,4
0,18,14,31,45,1,18,4
0,17,18,14,12,3,17,4
0,17,25,11,12,3,10,0
0,17,23,10,32,2,4,0
0,16,23,38,11,3,19,0
0,17,23,22,42,2,17,5
1,17,8,7,18,1,13,5
0,13,32,1,38,3,0,0
0,15,36,11,30,2,5,4
0,18,27,38,44,3,3,0
0,17,36,30,45,3,13,4
0,16,33,18,17,2,2,0
0,18,32,35,9,1,1,2
0,17,23,6,47,1,3,0
0,18,2,17,32,1,7,0
0,17,39,29,34,3,14,3
0,17,17,10,35,2,1,2
0,18,6,14,13,3,4,0
0,18,4,29,18,3,16,4
1,17,32,5,47,1,10,4
0,17,15,16,10,2,12,4
0,17,23,37,29,2,9,0
1,15,8,2,34,3,4,5
0,17,2,20,48,1,13,0
0,16,27,15,12,3,1,0
1,18,15,3,45,2,0,0
0,13,13,21,23,2,6,3
0,17,1,37,16,3,12,0
0,18,28,20,28,3,1,0
0,15,34,26,36,2,5,0
1,19,15,16,41,1,0,0
0,17,21,22,32,3,17,0
0,13,5,13,40,2,19,4
0,17,37,41,33,1,8,0
0,18,6,34,2,3,1,0
0,17,27,13,45,3,12,0
0,18,19,15,6,2,4,4
0,18,30,8,23,3,4,4
0,18,34,11,33,1,12,0
1,16,34,23,8,2,0,4
0,13,30,28,19,1,11,0
0,17,0,8,41,2,11,0
0,18,16,36,26,3,5,4
0,17,20,9,47,3,1,0
0,18,13,43,33,3,4,0
0,19,11,33,4,2,18,3
0,18,16,41,5,2,10,0
0,19,33,23,9,3,10,0
0,17,28,15,22,3,18,3
0,17,4,2,40,3,14,2
0,18,5,18,29,2,10,4
0,17,39,18,22,3,13,0
0,18,16,37,11,3,16,3
0,18,8,29,27,3,8,4
0,17,39,28,15,3,1,0
0,15,15,43,7,3,16,5
0,18,22,22,6,3,1,0
0,18,22,32,9,2,14,0
0,18,10,14,10,2,2,0
1,17,33,9,13,3,14,5
0,18,4,40,7,2,2,3
0,17,33,23,13,2,17,2
0,17,4,9,3,2,15,4
0,17,1,2,23,3,17,4
0,18,2,7,39,3,8,1
0,17,0,30,20,3,16,5
0,19,2,15,6,3,13,2
0,17,10,24,2,2,1,0
0,15,8,19,39,2,2,0
0,17,21,8,22,3,10,4
0,14,10,4,3,3,5,0
0,5,16,29,44,1,6,0
0,17,6,42,26,3,1,0
0,17,13,6,12,3,13,2
0,15,33,37,35,3,7,4
0,18,15,12,49,3,11,0
1,18,10,0,40,1,8,3
0,14,20,43,33,1,14,4
0,0,13,2,37,3,9,0
0,18,3,21,35,3,6,0
0,18,39,26,14,3,8,0
0,16,8,9,9,1,12,0
0,18,13,17,22,2,6,1
0,19,0,35,49,3,10,0
0,18,35,12,28,2,15,0
0,15,10,5,42,3,7,2
0,14,0,3,12,3,19,0
0,16,20,38,43,3,16,4
0,17,16,40,2,2,4,2
0,15,14,30,0,2,15,4
0,17,2,27,18,3,18,0
0,14,22,5,4,2,6,3
0,17,38,27,35,3,3,0
1,16,32,2,3,3,6,5
0,19,4,28,37,3,18,0
0,18,9,3,27,3,19,3
0,16,0,6,10,2,16,0
0,7,18,19,33,3,16,4
0,17,13,3,4,1,6,0
0,17,8,6,20,3,10,0
0,17,23,40,36,2,1,0
0,18,12,32,1,2,10,3
0,17,14,30,46,2,5,0
1,17,25,40,12,3,7,5
0,18,30,24,32,2,10,0
0,16,0,40,32,1,3,0
0,17,18,0,42,3,5,0
0,18,6,27,49,3,0,0
0,17,39,6,39,2,12,0
0,18,23,27,22,3,6,0
1,17,28,31,38,3,0,4
0,14,32,15,47,2,9,0
0,16,14,32,0,3,14,4
0,16,37,3,17,3,5,2
0,17,16,7,16,3,1,1
0,18,0,36,39,2,8,0
0,18,0,26,36,3,18,0
0,16,29,25,7,2,15,0
0,14,21,36,41,3,12,0
0,16,14,35,37,2,10,4
0,17,9,31,12,1,19,3
0,17,35,21,7,2,9,4
0,19,31,14,0,3,16,2
0,17,21,36,23,3,7,0
0,18,31,32,28,2,15,3
0,17,21,16,42,2,12,1
0,19,38,9,15,3,15,0
0,15,37,32,15,3,14,0
0,16,20,39,8,1,3,0
0,18,5,35,10,3,9,0
0,19,5,24,4,3,2,0
0,17,0,9,16,3,10,4
0,16,22,40,42,3,7,0
0,17,25,12,31,2,3,0
1,16,2,12,13,3,0,3
0,16,0,7,34,2,16,0
0,16,15,31,6,3,3,1
0,17,28,4,31,3,2,3
0,17,38,22,5,3,14,4
0,17,12,41,37,3,14,0
1,16,5,38,23,2,8,5
0,18,32,21,37,2,9,0
0,17,17,23,22,3,0,0
1,17,20,7,15,2,8,5
0,17,11,18,30,3,13,3
0,19,15,0,5,3,19,4
0,0,16,32,48,3,9,0
0,18,39,43,32,2,4,0
0,18,25,9,23,3,19,0
0,16,3,33,36,1,14,0
0,18,19,7,7,3,13,0
0,16,27,3,13,3,6,4
0,17,22,0,28,3,18,0
0,15,34,26,49,3,6,0
0,16,5,28,4,3,10,2
0,16,30,17,11,3,7,0
0,16,20,42,5,1,16,0
0,18,0,21,42,3,1,3
0,18,2,27,21,3,18,0
1,18,29,25,7,1,3,3
0,14,3,4,31,3,15,0
0,17,9,0,29,1,16,0
0,17,7,9,5,3,3,3
0,15,12,24,9,2,3,0
0,17,22,33,25,3,10,0
0,16,6,8,2,2,7,2
0,17,39,4,2,2,12,0
0,17,23,33,39,2,16,3
0,17,18,28,29,1,12,0
0,18,20,28,14,3,14,4
0,18,29,12,15,2,7,0
0,19,0,6,1,2,4,0
0,17,39,35,19,3,1,2
0,17,7,12,33,3,0,0
0,15,14,40,8,2,17,0
0,18,6,22,10,3,2,0
0,18,12,21,26,3,1,0
0,19,17,8,18,3,3,4
0,19,26,27,27,2,10,0
0,19,32,9,30,2,14,0
0,17,3,1,11,2,17,3
0,18,19,12,40,3,11,0
0,17,0,32,1,2,10,4
0,17,21,22,39,2,15,4
0,18,7,30,12,3,0,0
0,17,22,11,10,3,16,0
0,17,39,41,20,3,18,4
0,18,9,1,39,3,11,0
0,19,29,1,35,3,4,0
1,16,38,4,27,1,9,4
0,17,17,14,20,2,13,3
0,14,12,13,31,1,13,4
0,18,31,11,30,3,5,3
0,18,4,0,25,3,15,0
0,17,12,16,23,2,11,0
0,17,37,18,10,3,9,0
1,16,32,37,16,3,12,4
0,18,21,26,7,2,5,0
1,16,28,38,48,3,0,5
0,17,11,12,44,2,11,0
0,19,26,6,24,3,14,2
0,18,39,34,10,2,3,0
0,17,30,7,6,2,2,0
0,17,5,34,41,3,15,0
1,16,39,39,18,2,1,5
0,16,27,26,6,1,10,0
0,17,2,0,10,3,6,1
0,17,36,25,49,3,5,4
0,18,28,24,26,3,5,0
0,18,26,16,20,2,12,0
0,17,27,13,16,3,12,3
0,18,25,26,26,2,18,4
0,16,9,6,31,3,5,2
0,19,34,33,16,2,4,0
0,12,20,43,38,2,16,0
0,17,17,12,16,3,17,5
0,17,14,15,40,2,1,4
0,15,22,8,21,1,18,0
1,18,35,33,25,2,8,5
0,17,16,13,32,3,19,0
0,16,0,40,35,3,15,0
1,16,33,37,0,3,0,3
0,15,33,30,43,2,13,4
0,16,8,38,41,3,8,4
0,17,0,3,10,2,16,0
0,17,20,25,7,3,4,4
0,16,10,11,33,1,19,4
0,19,20,22,42,3,9,4
0,16,5,25,38,2,16,3
0,17,28,17,9,3,16,0
0,18,25,33,42,3,19,2
0,17,13,0,26,3,11,4
0,18,36,21,12,3,2,4
0,18,19,4,43,3,15,3
0,17,28,6,14,3,4,0
0,18,21,10,37,3,19,4
0,18,36,34,35,1,5,0
0,16,15,0,2,2,18,0
0,18,10,32,42,3,6,0
0,17,8,28,14,3,8,3
0,15,9,14,20,2,19,2
0,15,32,35,3,3,19,3
0,18,17,39,48,3,11,0
0,17,21,37,32,3,15,0
0,18,25,5,18,0,13,0
0,17,23,11,18,3,2,3
0,15,7,3,48,2,3,0
0,17,22,2,7,3,14,2
0,17,39,43,44,3,13,0
0,18,21,25,9,3,4,0
0,17,23,24,27,3,16,0
0,18,5,33,44,2,3,0
0,18,20,18,5,3,13,0
1,16,38,12,49,1,4,2
0,17,35,16,32,3,17,4
0,17,13,21,37,3,3,4
0,19,5,5,27,2,11,0
